"hs","lalpha","auq1","AUQ2"
"6212900030","SUSPENDERS, GARTERS, AND SIMILAR ARTICLES, OF MAN-MADE FIBERS OR MAN-MADE FIBERS AND RUBBER OR PLASTICS, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6212900050","SUSPENDERS, GARTERS, AND SIMILAR ARTICLES, GREATER THAN OR EQUAL TO 70 PERCENT SILK, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6212900090","SUSPENDERS, GARTERS, AND SIMILAR ARTICLES, CONTAINING LESS THAN 70 PERCENT OF SILK OR SILK WASTE, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6213201000","HANDKERCHIEFS, NOT KNITTED, OF COTTON, HEMMED, NOT CONTAINING LACE OR EMBROIDERY","DOZ","KG"
"6213202000","HANDKERCHIEFS, NOT KNITTED, OF COTTON, NOT HEMMED","DOZ","KG"
"6213900500","HANDKERCHIEFS, NOT KNITTED, OF SILK OR SILK WASTE, GREATER THAN OR EQUAL TO 70 PERCENT OF SILK OR SILK WASTE","DOZ","KG"
"6213900700","HANDKERCHIEFS, NOT KNITTED, OF SILK OR SILK WASTE, CONTAINING LESS THAN 70 PERCENT OF SILK OR SILK WASTE","DOZ","KG"
"6213901000","HANDKERCHIEFS, OF OTHER TEXTILE MATERIALS, OF MAN-MADE FIBERS","DOZ","KG"
"6213902000","HANDKERCHIEFS, OF OTHER TEXTILE MATERIALS, OF OTHER FIBER","DOZ","KG"
"6214101000","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE, OF SILK OR SILK WASTE, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE","DOZ","KG"
"6214102000","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE, OF SILK OR SILK WASTE, NOT KNITTED, CONTAINING LESS THAN 70 PERCENT OF SILK OR SILK WASTE","DOZ","KG"
"6214200000","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED OR CROCHETED","DOZ","KG"
"6214300000","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE, OF SYNTHETIC FIBERS, NOT KNITTED OR CROCHETED","DOZ","KG"
"6214400000","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE, OF ARTIFICIAL FIBERS, NOT KNITTED OR CROCHETED","DOZ","KG"
"6214900010","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE, OF OTHER TEXTILE MATERIALS, OF COTTON","DOZ","KG"
"6214900090","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE, OF OTHER TEXTILE MATERIALS, NESOI","DOZ","KG"
"6215100025","TIES, BOW TIES AND CRAVATS, OF SILK OR SILK WASTE, NOT KNITTED, GREATER THAN OR EQUAL TO 50 PERCENT OF TEXTILE MATERIALS (INCLUDING LININGS)","DOZ","KG"
"6215100040","TIES, BOW TIES AND CRAVATS, OF SILK OR SILK WASTE, NOT KNITTED, WITH OUTER SHELL CONTAINING 70 PERCENT OR MORE BY WEIGHT OF SILK OR SILK WASTE","DOZ","KG"
"6215100090","TIES, BOW TIES AND CRAVATS, OF SILK OR SILK WASTE, NOT KNITTED, CONTAINING LESS THAN 70 PERCENT OF SILK OR SILK WASTE","DOZ","KG"
"6215200000","TIES, BOW TIES AND CRAVATS, OF MANMADE FIBERS, NOT KNITTED OR CROCHETED","DOZ","KG"
"6215900010","TIES, BOW TIES AND CRAVATS, OF OTHER TEXTILE MATERIALS: OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED","DOZ","KG"
"6215900015","TIES, BOW TIES AND CRAVATS, OF OTHER TEXTILE MATERIALS: OF COTTON, NOT KNITTED","DOZ","KG"
"6215900020","TIES, BOW TIES AND CRAVATS, OF OTHER TEXTILE MATERIALS: OF OTHER MATERIAL, NOT KNITTED","DOZ","KG"
"6216000500","GLOVES, MITTENS AND MITTS: IMPREGNATED, COATED OR COVERED WITH PLASTICS OR RUBBER: ICE HOCKEY GLOVES AND FIELD HOCKEY GLOVES","DPR","KG"
"6216000800","GLOVES, MITTENS AND MITTS: IMPREGNATED, COATED OR COVERED WITH PLASTICS OR RUBBER, SPECIALLY DESIGNED FOR USE IN SPORTS, INCLUDING SKI AND SNOWMOBILE","DPR","KG"
"6216001300","GLOVES, MITTENS AND MITTS: PRE-EXIST VEGETABLE FIBER FABRIC, NO FOURCHETTES, IMPREGNATED, GREATER THAN 50 PERCENT RUBBER OR PLASTICS","DPR","KG"
"6216001720","GLOVES, MITTENS AND MITTS: PRE-EXIST VEGETABLE FIBER FABRIC, NO FOURCHETTES, IMPREGNATED, SUBJECT TO COTTON RESTRAINTS","DPR","KG"
"6216001730","GLOVES, MITTENS AND MITTS: PRE-EXIST VEGETABLE FIBER FABRIC, NO FOURCHETTES, IMPREGNATED, SUBJECT TO MAN-MADE FIBERS RESTRAINTS","DPR","KG"
"6216001740","GLOVES, MITTENS AND MITTS: PRE-EXIST VEGETABLE FIBER FABRIC, NO FOURCHETTES, IMPREGNATED, OTHER","DPR","KG"
"6216001900","GLOVES, MITTENS AND MITTS: PRE-EXIST NON-VEGETABLE FIBER FABRIC, NO FOURCHETTES, IMPREGNATED, GREATER THAN 50 PERCENT RUBBER OR PLASTICS","DPR","KG"
"6216002110","GLOVES, MITTENS AND MITTS: PRE-EXIST NON-VEGETABLE FIBER FABRIC, NO FOURCHETTES, IMPREGNATED, SUBJECT TO COTTON RESTRAINTS","DPR","KG"
"6216002120","GLOVES, MITTENS AND MITTS: PRE-EXIST NON-VEGETABLE FIBER FABRIC, NO FOURCHETTES, IMPREGNATED, SUBJECT TO MAN-MADE FIBERS RESTRAINTS","DPR","KG"
"6216002130","GLOVES, MITTENS AND MITTS: PRE-EXIST NON-VEGETABLE FIBER FABRIC, NO FOURCHETTES, IMPREGNATED, OTHER","DPR","KG"
"6216002410","GLOVES, MITTENS AND MITTS: GREATER THAN OR EQUAL TO 50 PERCENT MFA FIBERS, NO FOURCHETTES, IMPREGNATED, SUBJECT TO COTTON RESTRAINTS","DPR","KG"
"6216002425","GLOVES, MITTENS AND MITTS: GREATER THAN OR EQUAL TO 50 PERCENT MFA FIBERS, NO FOURCHETTES, IMPREGNATED, SUBJECT TO MAN-MADE FIBERS RESTRAINTS","DPR","KG"
"6216002430","GLOVES, MITTENS AND MITTS: GREATER THAN OR EQUAL TO 50 PERCENT MFA FIBERS, NO FOURCHETTES, IMPREGNATED, OTHER","DPR","KG"
"6216002600","GLOVES, MITTENS AND MITTS: LESS THAN OR EQUAL TO 50 PERCENT MFA FIBERS, NO FOURCHETTES, IMPREGNATED","DPR","KG"
"6216002910","GLOVES, MITTENS AND MITTS: IMPREGNATED, COATED OR COVERED WITH PLASTICS OR RUBBER: WITH FOURCHETTES, 50 PERCENT OR MORE COTTON, COTTON RESTRAINTS","DPR","KG"
"6216002925","GLOVES, MITTENS AND MITTS: IMPREGNATED, COATED OR COVERED WITH PLASTICS OR RUBBER: WITH FOURCHETTES, 50 PERCENT OR MORE COTTON, MMF RESTRAINTS","DPR","KG"
"6216002930","GLOVES, MITTENS AND MITTS: GREATER THAN OR EQUAL TO 50 PERCENT MFA FIBERS, FOURCHETTES, IMPREGNATED, OTHER","DPR","KG"
"6216003100","GLOVES, MITTENS AND MITTS: LESS THAN 50 PERCENT MFA FIBERS, FOURCHETTES, IMPREGNATED","DPR","KG"
"6216003300","GLOVES, MITTENS AND MITTS: OF COTTON: ICE HOCKEY GLOVES AND FIELD HOCKEY GLOVES","DPR","KG"
"6216003500","GLOVES, MITTENS AND MITTS: OF COTTON: SPECIALLY DESIGNED FOR USE IN SPORTS, INCLUDING SNOWMOBILE AND SKI GLOVES","DPR","KG"
"6216003800","GLOVES, MITTENS AND MITTS: OF COTTON: NO FOURCHETTES, SIDEWALLS","DPR","KG"
"6216004100","GLOVES, MITTENS AND MITTS: OF COTTON: FOURCHETTES, SIDEWALLS","DPR","KG"
"6216004300","GLOVES, MITTENS AND MITTS: OF MAN-MADE FIBERS: ICE HOCKEY GLOVES AND FIELD HOCKEY GLOVES","DPR","KG"
"6216004600","GLOVES, MITTENS AND MITTS: OF MAN-MADE FIBERS: SPECIALLY DESIGNED FOR USE IN SPORTS, INCLUDING SNOWMOBILE AND SKI GLOVES","DPR","KG"
"6216005410","GLOVES, MITTENS AND MITTS: OF MAN-MADE FIBERS: NO FOURCHETTES, SIDEWALLS, GREATER THAN OR EQUAL TO 36 PERCENT WOOL OR FINE ANIMAL HAIR","DPR","KG"
"6216005420","GLOVES, MITTENS AND MITTS: OF MAN-MADE FIBERS: NO FOURCHETTES, SIDEWALLS, LESS THAN 36 PERCENT OF WOOL OR FINE ANIMAL HAIR","DPR","KG"
"6216005810","GLOVES, MITTENS AND MITTS: OF MAN-MADE FIBERS: FOURCHETTES, SIDEWALLS, GREATER THAN OR EQUAL TO 36 PERCENT WOOL OR FINE ANIMAL HAIR","DPR","KG"
"6216005820","GLOVES, MITTENS AND MITTS: OF MAN-MADE FIBERS: FOURCHETTES, SIDEWALLS, LESS THAN 36 PERCENT OF WOOL OR FINE ANIMAL HAIR","DPR","KG"
"6216008000","GLOVES, MITTENS AND MITTS OF WOOL OR FINE ANIMAL HAIR","DPR","KG"
"6216009000","GLOVES, MITTENS AND MITTS OF OTHER FIBERS","DPR","KG"
"6217101010","HEADBANDS, PONYTAIL HOLDERS AND SIMILAR ARTICLES CONTAINING 70 PERCENT OR MORE BY WEIGHT OF SILK OR SILK WASTE, WOVEN","DOZ","KG"
"6217101090","OTH MADE UP CLOTHING ACCESSORIES OR PARTS OF GARMENTS CON GT=70% SILK OR SILK WASTE; EXCLUDING HEADBANDS, PONYTAIL HOLDERS AND SIMILAR ARTICLES, WOVEN","DOZ","KG"
"6217108500","HEADBANDS, PONYTAIL HOLDERS AND SIMILAR ARTICLES OF MATERIALS OTHER THAN GT=70% SILK OR SILK WASTE; WOVEN","DOZ","KG"
"6217109510","OTHER MADE UP CLOTHING: ACCESSORIES, OF COTTON","DOZ","KG"
"6217109520","OTHER MADE UP CLOTHING: ACCESSORIES, OF WOOL OR FINE ANIMAL HAIR","DOZ","KG"
"6217109530","OTHER MADE UP CLOTHING: ACCESSORIES, OF MAN-MADE FIBERS","DOZ","KG"
"6217109550","OTHER MADE UP CLOTHING: ACCESSORIES, CONTAINING LESS THAN 70 PERCENT BY WEIGHT OF SILK OR SILK WASTE","DOZ","KG"
"6217901010","OTHER MADE UP CLOTHING: PARTS, OF BLOUSES AND SHIRTS, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE","DOZ","KG"
"6217901020","OTHER MADE UP CLOTHING: PARTS, OF COATS AND JACKETS, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE","DOZ","KG"
"6217901030","OTHER MADE UP CLOTHING: PARTS, OF TROUSERS AND BREECHES, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE","DOZ","KG"
"6217901060","OTHER MADE UP CLOTHING: PARTS, OTHER APPAREL, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE","DOZ","KG"
"6217909003","OTHER MADE UP CLOTHING: PARTS, OF BLOUSES AND SHIRTS, OF COTTON","DOZ","KG"
"6217909005","OTHER MADE UP CLOTHING: PARTS, OF BLOUSES AND SHIRTS, OF WOOL OR FINE ANIMAL HAIR","DOZ","KG"
"6217909010","OTHER MADE UP CLOTHING: PARTS, OF BLOUSES AND SHIRTS, OF MAN-MADE FIBERS","DOZ","KG"
"6217909020","OTHER MADE UP CLOTHING: PARTS, OF BLOUSES AND SHIRTS, CONTAINING LESS THAN 70 PERCENT SILK OR SILK WASTE","DOZ","KG"
"6217909025","OTHER MADE UP CLOTHING: PARTS, OF COATS AND JACKETS, OF COTTON","DOZ","KG"
"6217909030","OTHER MADE UP CLOTHING: PARTS, OF COATS AND JACKETS, OF WOOL OR FINE ANIMAL HAIR","DOZ","KG"
"6217909035","OTHER MADE UP CLOTHING: PARTS, OF COATS AND JACKETS, OF MAN-MADE FIBERS","DOZ","KG"
"6217909045","OTHER MADE UP CLOTHING: PARTS, OF COATS AND JACKETS, CONTAINING LESS THAN 70 PERCENT SILK OR SILK WASTE","DOZ","KG"
"6217909050","OTHER MADE UP CLOTHING: PARTS, OF TROUSERS AND BREECHES, OF COTTON","DOZ","KG"
"6217909055","OTHER MADE UP CLOTHING: PARTS, OF TROUSERS AND BREECHES, OF WOOL OR FINE ANIMAL HAIR","DOZ","KG"
"6217909060","OTHER MADE UP CLOTHING: PARTS, OF TROUSERS AND BREECHES, OF MAN-MADE FIBERS","DOZ","KG"
"6217909070","OTHER MADE UP CLOTHING: PARTS, OF TROUSERS AND BREECHES, CONTAINING LESS THAN 70 PERCENT OF SILK OR SILK WASTE","DOZ","KG"
"6217909075","OTHER MADE UP CLOTHING: PARTS, OTHER APPAREL, OF COTTON","DOZ","KG"
"6217909080","OTHER MADE UP CLOTHING: PARTS, OTHER APPAREL, OF WOOL OR FINE ANIMAL HAIR","DOZ","KG"
"6217909085","OTHER MADE UP CLOTHING: PARTS, OTHER APPAREL, OF MAN-MADE FIBERS","DOZ","KG"
"6217909095","OTHER MADE UP CLOTHING: PARTS, OTHER APPAREL, CONTAINING LESS THAN 70 PERCENT OF SILK OR SILK WASTE","DOZ","KG"
"6301100000","BLANKETS AND TRAVELING RUGS: ELECTRIC BLANKETS","NO","KG"
"6301200010","BLANKETS AND TRAVELING RUGS, OF WOOL OR FINE ANIMAL HAIR, NOT OVER 3 METERS IN LENGTH","NO","KG"
"6301200020","BLANKETS AND TRAVELING RUGS, OF WOOL OR FINE ANIMAL HAIR, OVER 3 METERS IN LENGTH","M2","KG"
"6301300010","BLANKETS AND TRAVELING RUGS, OF COTTON, WOVEN","NO","KG"
"6301300020","BLANKETS AND TRAVELING RUGS, OF COTTON, OTHER THAN WOVEN","NO","KG"
"6301400010","BLANKETS AND TRAVELING RUGS, OF SYNTHETIC FIBERS, WOVEN","NO","KG"
"6301400020","BLANKETS AND TRAVELING RUGS, OF SYNTHETIC FIBERS, OTHER THAN WOVEN","NO","KG"
"6301900010","BLANKETS AND TRAVELING RUGS, OF ARTIFICIAL FIBERS","NO","KG"
"6301900020","BLANKETS AND TRAVELING RUGS, GREATER THAN OR EQUAL TO 85 PERCENT SILK OR SILK WASTE","NO","KG"
"6301900030","BLANKETS AND TRAVELING RUGS, CONTAINING LESS THAN 85 PERCENT SILK OR SILK WASTE","NO","KG"
"6302100005","BED LINEN, TABLE LINEN, TOILET LINEN AND KITCHEN LINEN: BED LINEN, OF COTTON, KNITTED OR CROCHETTED PILLOWCASES AND BOLSTER CASES","NO","KG"
"6302100008","BED LINEN, TABLE LINEN, TOILET LINEN AND KITCHEN LINEN: BED LINEN, OF COTTON, KNITTED OR CROCHETED, SHEETS","NO","KG"
"6302100015","BED LINEN, TABLE LINEN, TOILET LINEN AND KITCHEN LINEN: BED LINEN, OF COTTON, KNITTED OR CROCHETTED, NESOI","NO","KG"
"6302100020","BED LINEN, TABLE LINEN, TOILET LINEN AND KITCHEN LINEN: BED LINEN, OTHER THAN COTTON, KNITTED OR CROCHETED","NO","KG"
"6302213010","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON PILLOWCASES, NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302213020","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON SHEETS,NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGINGMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302213030","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON BOLSTERCASES, NAPPED, CONTAINING EMBROIDERY, LACE, BRAID,EDGING, PIPING OR APPLIQUE WORK,","NO","KG"
"6302213040","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON PILLOWCOVERS, NAPPED, CONTAINING EMBROIDERY, LACE, BRAID,EDGING, PIPING OR APPLIQUE WORK","NO","KG"
"6302213050","OTHER BED LINEN: PRINTED, NOT KNIT, OF COTTON, NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, PIPING OR APPLIQUE WORK, NESOI","NO","KG"
"6302215010","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON PILLOWCASES, NOT NAPPED, CONTAINING EMBROIDERY, LACE, BRAING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302215020","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON SHEETS, NOT NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302215030","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON BOLSTER CASES, NOT NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, PIPING OR APPLIQUE WORK","NO","KG"
"6302215040","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON PILLOWCOVERS, NOT NAPPED, CONTAINING EMBROIDERY, LACE, BRAIDNG, EDGING, PIPING OR APPLIQUE WORK","NO","KG"
"6302215050","OTHER BED LINEN, PRINTED, NOT KNIT, COTTON, NESOI, NOT NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302217010","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON PILLOWCASES, NAPPED, NOT CONTAINING ANY EMBROIDERY, LACE,BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302217020","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON SHEETS, NAPPED, NOT CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302217030","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON BOLSTER CASES, NAPPED, NOT CONTAINING ANY EMBROIDERY, LACE, BRAID, EDGING, PIPING OR APPLIQUE WORK","NO","KG"
"6302217040","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON PILLOWCOVERS, NAPPED, NOT CONTAINING ANY EMBROIDERY, LACE, BRAID, EDGING, TRIMMING OR APPLIQUE WORK","NO","KG"
"6302217050","OTHER BED LINEN NESOI, PRINTED, NOT KNIT, COTTON, NAPPED, NOT CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING PIPING OR APPLIQUE WORK","NO","KG"
"6302219010","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON PILLOWCASES, NOT NAPPED, NOT CONTAINING ANY EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING , ETC.","NO","KG"
"6302219020","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON SHEETS, NOT NAPPED, NOT CONTAINING EMBROIDERY, LACE, BRAIDING, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302219030","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON BOLSTERCASES, NOT NAPPED, NOT CONTAINING EMBROIDERY, LACE, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302219040","OTHER BED LINEN: PRINTED, NOT KNIT, COTTON PILLOWCOVERS, NOT NAPPED, NOT CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302219050","OTHER BED LINEN NESOI, PRINTED, NOT KNIT, COTTON, NOT NAPPED, NOT CONTAINING EMBROIDERY, LACE, BRAID, EDGING, PIPING OR APPLIQUE WORK","NO","KG"
"6302221010","BED LINEN: PRINTED, NOT KNIT MAN-MADE FIBER PILLOWCASES, NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302221020","BED LINEN: PRINTED, NOT KNIT MAN-MADE FIBER PILLOWCASES, NOT NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302221030","BED LINEN: PRINTED, NOT KNIT MAN-MADE FIBER SHEETS, NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302221040","BED LINEN: PRINTED, NOT KNIT MAN-MADE FIBER SHEETS, NOT NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302221050","BED LINEN: PRINTED, NOT KNIT MAN-MADE FIBER BOLSTER CASES, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302221060","BED LINEN: PRINTED, NOT KNIT MAN-MADE FIBER OTHER BED LINEN, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302222010","BED LINEN: PRINTED, NOT KNIT MAN-MADE FIBER PILLOWCASES, NOT EMBROIDERED, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302222020","BED LINEN: PRINTED, NOT KNIT MAN-MADE FIBER SHEETS, NOT EMBROIDERED, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302222030","BED LINEN: PRINTED, NOT KNIT MAN-MADE FIBER OTHER BED LINEN, NOT EMBROIDERED, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302290010","BED LINEN: PRINTED, NOT KNIT SILK BLEND BED LINEN, GREATER THAN OR EQUAL TO 85 PERCENT BY WEIGHT OF SILK OR SILK WASTE","NO","KG"
"6302290020","BED LINEN: PRINTED, NOT KNIT SILK BLEND BED LINEN, CONTAINING LESS THAN 85 PERCNET BY WEIGHT OF SILK OR SILK WASTE","NO","KG"
"6302313010","OTHER BED LINEN, NOT PRINTED/KNIT, COTTON PILLOWCASES, NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING, OR APPLIQUE WORK","NO","KG"
"6302313020","OTHER BED LINEN: NOT PRINTED/KNIT, COTTON SHEETS, NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302313030","OTHER BED LINEN, NOT PRINTED/KNIT, NAPPED, COTTON BOLSTER CASES, CONTAINING EMBROIDERY, LACE, BRAID,EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302313040","OTHER BED LINEN, NOT PRINTED/KNIT, COTTON PILLOWCOVERS, NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302313050","OTHER BED LINEN NESOI, NOT PRINTED/KNIT, COTTON, NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302315010","OTHER BED LINEN, NOT PRINTED/KNIT, COTTON PILLOECASES, NOT NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302315020","OTHER BED LINEN, NOT PRINTED, KNITTED, OR NAPPED; COTTON SHEETS, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302315030","OTHER BED LINEN, NOT PRINTED, KNITTED, OR NAPPED, COTTON BOLSTER CASES, CONTAINING EMBROIDERY, LACE,BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302315040","OTHER BED LINEN, NOT PRINTED, KNITTED, OR NAPPED, COTTON PILOWCOVERS, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302315050","OTHER BED LINEN NESOI, NOT PRINTED, KNITTED, OR NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302317010","OTHER BED LINEN: NOT PRINTED OR KNIT, COTTON PILLOWCASES, NAPPED, NOT CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302317020","OTHER BED LINEN, NOT PRINTED/KNIT, COTTON SHEETS, NAPPED, NOT CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302317030","OTHER BED LINEN, NOT PRINTED/KNIT, COTTON BOLSTER CASES, NAPPED, NOT CONTAINING EMBROIDERY, LACE, BRID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302317040","OTHER BED LINEN, NOT PRINTED/KNIT, COTTON PILLOWCOVERS, NAPPED, NOT CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302317050","OTHER BED LINEN NESOI, NOT PRINTED/KNIT, COTTON, NAPPED, NOT CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302319010","OTHER BED LINEN NOT PRINTED, KNITTED, OR NAPPED, COTTON PILLOWCASES, NOT CONTAINING EMBROIDERY, LACE, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302319020","OTHER BED LINEN, NOT PRINTED/KNIT/NAPPED, COTTON SHEETS, NOT CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302319030","OTHER BED LINEN, NOT PRINTED/KNIT/NAPPED, COTTON BOLSTER CASES, NOT CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302319040","OTHER BED LINEN, NOT PRINTED/KNIT/NAPPED, COTTON PILLOWCOVERS, NOT CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302319050","OTHER BED LINEN NESOI, NOT PRINTED/KNIT/NAPPED, NOT CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302321010","BED LINEN: OTHER THAN PRINTED, NOT KNIT MAN-MADE FIBER PILLOWCASES, NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE","NO","KG"
"6302321020","BED LINEN: OTHER THAN PRINTED, NOT KNIT MAN-MADE FIBER PILLOWCASES, NOT NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, OR APPLIQUE","NO","KG"
"6302321030","BED LINEN: OTHER THAN PRINTED, NOT KNIT MAN-MADE FIBER SHEETS, NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302321040","BED LINEN: OTHER THAN PRINTED, NOT KNIT MAN-MADE FIBER SHEETS, NOT NAPPED, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE","NO","KG"
"6302321050","BED LINEN: OTHER THAN PRINTED, NOT KNIT MAN-MADE FIBER BOLSTER CASES, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
"6302321060","BED LINEN: OTHER THAN PRINTED, NOT KNIT MAN-MADE FIBER OTHER BED LINEN, CONTAINING EMBROIDERY, LACE, BRAID, EDGING, TRIMMING, PIPING OR APPLIQUE WORK","NO","KG"
